"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"423032_ida","-23.66712","-46.57557","553","14578"
"423032_ida","-23.66701","-46.57544","554","14596"
"423032_ida","-23.66691","-46.57528","555","14616"
"423032_ida","-23.66674","-46.57494","556","14655"
"423032_ida","-23.66657","-46.57442","557","14711"
"423032_ida","-23.66631","-46.57365","558","14795"
"423032_ida","-23.6662","-46.57337","559","14826"
"423032_ida","-23.66613","-46.57315","560","14850"
"423032_ida","-23.6661","-46.57309","561","14856"
"423032_ida","-23.6661","-46.57295","562","14870"
"423032_ida","-23.6661","-46.57286","563","14879"
"423032_ida","-23.66612","-46.57279","564","14886"
"423032_ida","-23.66614","-46.57275","565","14889"
"423032_ida","-23.66617","-46.57272","566","14893"
"423032_ida","-23.66635","-46.57266","567","14914"
"423032_ida","-23.66671","-46.57256","568","14955"
"423032_ida","-23.66681","-46.57252","569","14967"
"423032_ida","-23.66692","-46.57248","570","14980"
"423032_ida","-23.66703","-46.5724","571","14995"
"423032_ida","-23.6671","-46.57232","572","15007"
"423032_ida","-23.66738","-46.57194","573","15057"
"423032_ida","-23.66751","-46.57177","574","15078"
"423032_ida","-23.66756","-46.57173","575","15085"
"423032_ida","-23.6676","-46.57171","576","15089"
"423032_ida","-23.66765","-46.5717","577","15094"
"423032_ida","-23.66772","-46.57171","578","15101"
"423032_ida","-23.6678","-46.57174","579","15110"
"423032_ida","-23.66787","-46.57179","580","15119"
"423032_ida","-23.66792","-46.57186","581","15127"
"423032_ida","-23.66793","-46.57194","582","15135"
"423032_ida","-23.66793","-46.57202","583","15142"
"423032_ida","-23.66791","-46.57207","584","15147"
"423032_ida","-23.66787","-46.57215","585","15156"
"423032_ida","-23.66776","-46.57225","586","15172"
"423032_ida","-23.66773","-46.57231","587","15178"
"423032_ida","-23.6676","-46.57236","588","15193"
"423032_ida","-23.66746","-46.57241","589","15209"
"423032_ida","-23.66697","-46.57261","590","15267"
"423032_ida","-23.66607","-46.57298","591","15374"
"423032_ida","-23.66593","-46.57303","592","15390"
"423032_ida","-23.66546","-46.57322","593","15446"
"423032_ida","-23.66393","-46.57386","594","15627"
"423032_ida","-23.66285","-46.57429","595","15755"
"423032_ida","-23.66114","-46.57499","596","15957"
"423032_ida","-23.65947","-46.57567","597","16155"
"423032_ida","-23.65838","-46.57611","598","16283"
"423032_ida","-23.6573","-46.57656","599","16412"
"423032_ida","-23.6566","-46.57686","600","16495"
"423032_ida","-23.65573","-46.57733","601","16603"
"423032_ida","-23.65531","-46.57757","602","16655"
"423032_ida","-23.65429","-46.57816","603","16783"
"423032_ida","-23.65311","-46.57881","604","16930"
"423032_ida","-23.65272","-46.57903","605","16979"
"423032_ida","-23.65258","-46.57911","606","16996"
"423032_ida","-23.65235","-46.57925","607","17025"
"423032_ida","-23.65211","-46.5794","608","17056"
"423032_ida","-23.65051","-46.58027","609","17254"
"423032_ida","-23.64949","-46.58084","610","17381"
"423032_ida","-23.64847","-46.58143","611","17509"
"423032_ida","-23.64831","-46.58151","612","17529"
"423032_ida","-23.64823","-46.58157","613","17539"
"423032_ida","-23.64808","-46.58165","614","17558"
"423032_ida","-23.64707","-46.58222","615","17684"
"423032_ida","-23.64573","-46.58298","616","17852"
"423032_ida","-23.64546","-46.58316","617","17887"
"423032_ida","-23.64531","-46.58326","618","17907"
"423032_ida","-23.64463","-46.58387","619","18005"
"423032_ida","-23.64412","-46.58445","620","18087"
"423032_ida","-23.64392","-46.58471","621","18121"
"423032_ida","-23.64336","-46.58547","622","18220"
"423032_ida","-23.64278","-46.58622","623","18320"
"423032_ida","-23.64253","-46.58656","624","18365"
"423032_ida","-23.64172","-46.58763","625","18506"
"423032_ida","-23.6407","-46.58898","626","18684"
"423032_ida","-23.63963","-46.59037","627","18869"
"423032_ida","-23.63903","-46.59114","628","18972"
"423032_ida","-23.63858","-46.59176","629","19052"
"423032_ida","-23.63777","-46.59285","630","19195"
"423032_ida","-23.63726","-46.59355","631","19286"
"423032_ida","-23.637","-46.59388","632","19330"
"423032_ida","-23.63689","-46.59401","633","19348"
"423032_ida","-23.63678","-46.59411","634","19364"
"423032_ida","-23.63659","-46.59425","635","19389"
"423032_ida","-23.63627","-46.59446","636","19430"
"423032_ida","-23.6361","-46.59456","637","19452"
"423032_ida","-23.6359","-46.59466","638","19476"
"423032_ida","-23.63541","-46.59484","639","19533"
"423032_ida","-23.63491","-46.595","640","19591"
"423032_ida","-23.63371","-46.59538","641","19729"
"423032_ida","-23.63272","-46.59569","642","19843"
"423032_ida","-23.63239","-46.59577","643","19880"
"423032_ida","-23.63204","-46.59584","644","19920"
"423032_ida","-23.63143","-46.59596","645","19988"
"423032_ida","-23.63072","-46.59611","646","20068"
"423032_ida","-23.6305","-46.59611","647","20092"
"423032_ida","-23.63025","-46.59603","648","20120"
"423032_ida","-23.63022","-46.59602","649","20125"
"423032_ida","-23.63011","-46.59604","650","20136"
"423032_ida","-23.62992","-46.59597","651","20159"
"423032_ida","-23.62972","-46.59592","652","20182"
"423032_ida","-23.62904","-46.59584","653","20257"
"423032_ida","-23.62865","-46.59577","654","20301"
"423032_ida","-23.62834","-46.59573","655","20336"
"423032_ida","-23.62798","-46.59568","656","20377"
"423032_ida","-23.62787","-46.59569","657","20390"
"423032_ida","-23.62777","-46.59573","658","20401"
"423032_ida","-23.6277","-46.59575","659","20410"
"423032_ida","-23.6276","-46.59583","660","20424"
"423032_ida","-23.62751","-46.59592","661","20438"
"423032_ida","-23.62732","-46.59616","662","20471"
"423032_ida","-23.62717","-46.59641","663","20502"
"423032_ida","-23.6271","-46.59659","664","20522"
"423032_ida","-23.62701","-46.59686","665","20551"
"423032_ida","-23.6268","-46.59748","666","20618"
"423032_ida","-23.62668","-46.59778","667","20650"
"423032_ida","-23.62658","-46.59787","668","20664"
"423032_ida","-23.62641","-46.59798","669","20686"
"423032_ida","-23.626","-46.59827","670","20740"
"423032_ida","-23.6255","-46.59857","671","20804"
"423032_ida","-23.62505","-46.59885","672","20861"
"423032_ida","-23.62455","-46.59919","673","20927"
"423032_ida","-23.62444","-46.59932","674","20945"
"423032_ida","-23.62431","-46.59943","675","20963"
"423032_ida","-23.62419","-46.5995","676","20978"
"423032_ida","-23.62397","-46.59963","677","21005"
"423032_ida","-23.62365","-46.59978","678","21044"
"423032_ida","-23.62308","-46.60004","679","21112"
"423032_ida","-23.62263","-46.60024","680","21166"
"423032_ida","-23.62225","-46.60041","681","21211"
"423032_ida","-23.62201","-46.60049","682","21239"
"423032_ida","-23.62157","-46.60068","683","21291"
"423032_ida","-23.62121","-46.60075","684","21332"
"423032_ida","-23.62076","-46.60093","685","21386"
"423032_ida","-23.62037","-46.60122","686","21439"
"423032_ida","-23.62022","-46.60136","687","21460"
"423032_ida","-23.61991","-46.60156","688","21500"
"423032_ida","-23.61968","-46.60169","689","21527"
"423032_ida","-23.6195","-46.6017","690","21547"
"423032_ida","-23.61873","-46.60167","691","21633"
"423032_ida","-23.61812","-46.60166","692","21700"
"423032_ida","-23.61767","-46.60165","693","21750"
"423032_ida","-23.61696","-46.60162","694","21828"
"423032_ida","-23.61425","-46.60093","695","22136"
"423032_ida","-23.61311","-46.60064","696","22266"
"423032_ida","-23.61204","-46.60037","697","22388"
"423032_ida","-23.60965","-46.59977","698","22659"
"423032_ida","-23.6074","-46.59928","699","22914"
"423032_ida","-23.6069","-46.59917","700","22970"
"423032_ida","-23.60678","-46.59915","701","22984"
"423032_ida","-23.60666","-46.59915","702","22998"
"423032_ida","-23.60639","-46.59918","703","23028"
"423032_ida","-23.60493","-46.59966","704","23197"
"423032_ida","-23.60462","-46.59975","705","23233"
"423032_ida","-23.6044","-46.59982","706","23257"
"423032_ida","-23.60422","-46.59981","707","23277"
"423032_ida","-23.604","-46.59976","708","23301"
"423032_ida","-23.60387","-46.5997","709","23316"
"423032_ida","-23.60368","-46.59954","710","23343"
"423032_ida","-23.60355","-46.59947","711","23359"
"423032_ida","-23.60339","-46.59937","712","23380"
"423032_ida","-23.60327","-46.59933","713","23394"
"423032_ida","-23.60312","-46.59931","714","23412"
"423032_ida","-23.60302","-46.59931","715","23423"
"423032_ida","-23.60289","-46.59935","716","23439"
"423032_ida","-23.60277","-46.59943","717","23455"
"423032_ida","-23.60267","-46.59952","718","23471"
"423032_ida","-23.6026","-46.59965","719","23486"
"423032_ida","-23.60255","-46.59977","720","23500"
"423032_ida","-23.60253","-46.59991","721","23516"
"423032_ida","-23.60254","-46.60011","722","23537"
"423032_ida","-23.60257","-46.60019","723","23546"
"423032_ida","-23.60261","-46.60028","724","23556"
"423032_ida","-23.60292","-46.60088","725","23627"
"423032_ida","-23.603","-46.60103","726","23644"
"423032_ida","-23.60307","-46.60121","727","23664"
"423032_ida","-23.60311","-46.60131","728","23675"
"423032_ida","-23.60316","-46.60149","729","23692"
"423032_ida","-23.6031","-46.60161","730","23706"
"423032_ida","-23.603","-46.60183","731","23732"
"423032_ida","-23.603","-46.60207","732","23759"
"423032_ida","-23.60309","-46.60217","733","23773"
"423032_ida","-23.60356","-46.60254","734","23837"
"423032_ida","-23.60359","-46.60258","735","23841"
"423032_ida","-23.60361","-46.60263","736","23845"
"423032_ida","-23.60349","-46.60282","737","23868"
"423032_ida","-23.60341","-46.60293","738","23882"
"423032_ida","-23.60334","-46.60299","739","23890"
"423032_ida","-23.60328","-46.60299","740","23895"
"423032_ida","-23.60305","-46.60281","741","23926"
